product_norm,branch,period_start,period_end,num_occurrences,price_mean,price_min,price_max
FRALDA DESCARTÁVEL MEGA FOFURA BABY TAMANHOS,CAMPINA GRANDE,06.10,12.10,1,25.00,25.00,25.00
FRALDA DESCARTÁVEL TURMA MÔNICA JUMBINHO,VITÓRIA DA CONQUISTA,29.09,05.10,1,15.00,15.00,15.00
FRANGO CONGELADO KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,8.80,8.80,8.80
FRANGO RESFRIADO NATURAVES KG,BRUMADO,03.11,06.11,1,8.00,8.00,8.00
FRANGO RESFRIADO NATURAVES KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,8.00,8.00,8.00
FRANGO RESFRIADO REGINA KG,JUAZEIRO DO NORTE,17.11,23.11,1,10.00,10.00,10.00
FRIGIDEIRA GOURMET MULTIFLON CORES SORTIDA 22EM,JUAZEIRO DO NORTE,06.10,12.10,1,29.89,29.89,29.89
FRITADEIRA ELÉTRICA SPACE ELGIN 5 LITROS 220V/110V,JUAZEIRO DO NORTE,03.11,09.11,1,68.00,68.00,68.00
FÍGADO BOVINO CONGELADO FRIBOI KG,JUAZEIRO DO NORTE,06.10,12.10,1,10.80,10.80,10.80
FÍGADO BOVINO CONGELADO KG,BRUMADO,03.11,06.11,1,11.00,11.00,11.00
FÍGADO BOVINO CONGELADO KG,CAMPINA GRANDE,01.12,07.12,1,9.80,9.80,9.80
FÍGADO BOVINO CONGELADO KG,CAMPINA GRANDE,03.11,09.11,1,11.30,11.30,11.30
FÍGADO BOVINO CONGELADO KG,CAMPINA GRANDE,10.11,16.11,1,10.80,10.80,10.80
FÍGADO BOVINO CONGELADO KG,CAMPINA GRANDE,17.11,23.11,1,10.30,10.30,10.30
FÍGADO BOVINO CONGELADO KG,CAMPINA GRANDE,24.11,30.11,1,10.80,10.80,10.80
FÍGADO BOVINO CONGELADO KG,JOÃO PESSOA,01.12,07.12,1,9.80,9.80,9.80
FÍGADO BOVINO CONGELADO KG,JOÃO PESSOA,03.11,09.11,1,11.30,11.30,11.30
FÍGADO BOVINO CONGELADO KG,JOÃO PESSOA,10.11,16.11,1,10.80,10.80,10.80
FÍGADO BOVINO CONGELADO KG,JOÃO PESSOA,17.11,23.11,1,10.30,10.30,10.30
FÍGADO BOVINO CONGELADO KG,JOÃO PESSOA,24.11,30.11,1,10.80,10.80,10.80
FÍGADO BOVINO CONGELADO KG,JUAZEIRO DO NORTE,01.12,07.12,1,9.80,9.80,9.80
FÍGADO BOVINO CONGELADO KG,JUAZEIRO DO NORTE,03.11,09.11,1,10.89,10.89,10.89
FÍGADO BOVINO CONGELADO KG,JUAZEIRO DO NORTE,10.11,16.11,1,10.80,10.80,10.80
FÍGADO BOVINO CONGELADO KG,JUAZEIRO DO NORTE,17.11,23.11,1,10.80,10.80,10.80
FÍGADO BOVINO CONGELADO KG,JUAZEIRO DO NORTE,24.11,30.11,1,9.80,9.80,9.80
FÍGADO BOVINO CONGELADO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,11.00,11.00,11.00
GALINHA MAGRA CONGELADA KG,BRUMADO,03.11,06.11,1,5.80,5.80,5.80
GALINHA MAGRA CONGELADA KG,BRUMADO,06.10,12.10,1,5.80,5.80,5.80
GALINHA MAGRA CONGELADA KG,BRUMADO,13.10,19.10,1,5.80,5.80,5.80
GALINHA MAGRA CONGELADA KG,CAMPINA GRANDE,06.10,12.10,1,7.00,7.00,7.00
GALINHA MAGRA CONGELADA KG,JUAZEIRO DO NORTE,03.11,09.11,1,6.80,6.80,6.80
GALINHA MAGRA CONGELADA KG,JUAZEIRO DO NORTE,10.11,16.11,1,6.80,6.80,6.80
GALINHA MAGRA CONGELADA KG,JUAZEIRO DO NORTE,17.11,23.11,1,6.00,6.00,6.00
GALINHA MAGRA CONGELADA KG,JUAZEIRO DO NORTE,24.11,30.11,1,6.80,6.80,6.80
GALINHA MAGRA CONGELADA KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,5.80,5.80,5.80
GALINHA MAGRA CONGELADA KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,6.00,6.00,6.00
GARRAFA TÉRMICA TERMOLAR PERSONAL PRETA 1 LITRO,VITÓRIA DA CONQUISTA,06.10,12.10,1,29.80,29.80,29.80
GELADINHO ICE POP 40X 55ML,BRUMADO,06.10,12.10,1,8.00,8.00,8.00
GELADINHO ICE POP 40X 55ML,CAMPINA GRANDE,06.10,12.10,1,9.80,9.80,9.80
GELADINHO ICE POP 40X 55ML,JUAZEIRO DO NORTE,06.10,12.10,1,9.00,9.00,9.00
GELADINHO ICE POP 40X 55ML,VITÓRIA DA CONQUISTA,06.10,12.10,1,7.80,7.80,7.80
GOIABADA JULIETA 2509,BRUMADO,29.09,05.10,1,24.00,24.00,24.00
HAMBÚRGUER MISTO FRIARA 569,BRUMADO,03.11,06.11,1,0.80,0.80,0.80
HAMBÚRGUER MISTO FRIARA 569,BRUMADO,06.10,12.10,1,0.00,0.00,0.00
HAMBÚRGUER MISTO FRIARA 569,BRUMADO,13.10,19.10,1,0.00,0.00,0.00
HAMBÚRGUER MISTO FRIARA 569,VITÓRIA DA CONQUISTA,03.11,06.11,1,0.80,0.80,0.80
HAMBÚRGUER MISTO FRIARA 569,VITÓRIA DA CONQUISTA,13.10,19.10,1,0.80,0.80,0.80
HAMBÚRGUER MISTO FRIARA 569,VITÓRIA DA CONQUISTA,29.09,05.10,1,0.80,0.80,0.80
HAMBÚRGUER MISTO REZENDE 569,JUAZEIRO DO NORTE,01.12,07.12,1,0.80,0.80,0.80
HAMBÚRGUER MISTO REZENDE 569,JUAZEIRO DO NORTE,03.11,09.11,1,0.80,0.80,0.80
HAMBÚRGUER MISTO REZENDE 569,JUAZEIRO DO NORTE,24.11,30.11,1,0.80,0.80,0.80
HAMBÚRGUER REZENDE 509,JUAZEIRO DO NORTE,06.10,12.10,1,0.00,0.00,0.00
IPE JR» O — E,CAMPINA GRANDE,03.11,09.11,1,6.00,6.00,6.00
IPE JR» O — E,JOÃO PESSOA,03.11,09.11,1,6.00,6.00,6.00
JERKED BEEF PONTA AGULHA KG,BRUMADO,03.11,06.11,1,34.80,34.80,34.80
JERKED BEEF PONTA AGULHA KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,34.80,34.80,34.80
JERKED BEEF PONTA DE AGULHA KG,BRUMADO,06.10,12.10,1,34.50,34.50,34.50
JERKED BEEF PONTA DE AGULHA KG,CAMPINA GRANDE,01.12,07.12,1,32.80,32.80,32.80
JERKED BEEF PONTA DE AGULHA KG,CAMPINA GRANDE,03.11,09.11,1,39.80,39.80,39.80
JERKED BEEF PONTA DE AGULHA KG,CAMPINA GRANDE,06.10,12.10,1,33.00,33.00,33.00
JERKED BEEF PONTA DE AGULHA KG,CAMPINA GRANDE,10.11,16.11,1,35.00,35.00,35.00
JERKED BEEF PONTA DE AGULHA KG,CAMPINA GRANDE,17.11,23.11,1,32.80,32.80,32.80
JERKED BEEF PONTA DE AGULHA KG,JOÃO PESSOA,01.12,07.12,1,32.80,32.80,32.80
JERKED BEEF PONTA DE AGULHA KG,JOÃO PESSOA,03.11,09.11,1,39.80,39.80,39.80
JERKED BEEF PONTA DE AGULHA KG,JOÃO PESSOA,06.10,12.10,1,38.20,38.20,38.20
JERKED BEEF PONTA DE AGULHA KG,JOÃO PESSOA,10.11,16.11,1,35.00,35.00,35.00
JERKED BEEF PONTA DE AGULHA KG,JOÃO PESSOA,17.11,23.11,1,32.80,32.80,32.80
JERKED BEEF PONTA DE AGULHA KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,34.50,34.50,34.50
JOGO DE COPO NADIR OPERA C/6,VITÓRIA DA CONQUISTA,29.09,05.10,1,39.80,39.80,39.80
KIT MULTIUSO UAU CLORO/ DESENGORDURANTE GRÁTIS PINHO 500M!L,VITÓRIA DA CONQUISTA,13.10,19.10,1,13.00,13.00,13.00
KIT MULTIUSO UAU CLORO/ DESENGORDURANTE GRÁTIS PINHO 500ML,BRUMADO,13.10,19.10,1,13.00,13.00,13.00
LAVA ROUPA EM PÓ ESPUMIL 4KG,BRUMADO,13.10,19.10,1,11.80,11.80,11.80
LAVA ROUPA EM PÓ TIXAN SACHÊ 4009,JOÃO PESSOA,06.10,12.10,1,3.40,3.40,3.40
LAVA ROUPAS EM PÓ ALA 4009,BRUMADO,06.10,12.10,1,4.00,4.00,4.00
LAVA ROUPAS EM PÓ BEM-TE-VI 400G,CAMPINA GRANDE,06.10,12.10,1,3.80,3.80,3.80
"LAVA ROUPAS EM PÓ PRIMAVERA YPÊ 2,2KG",VITÓRIA DA CONQUISTA,29.09,05.10,1,23.89,23.89,23.89
LAVA ROUPAS LÍQUIDO JUÁ 2 LITROS,JUAZEIRO DO NORTE,24.11,30.11,1,14.89,14.89,14.89
LAVADORA DE ROUPAS TANQUINHO COLORMAG BRANCA/ PRATA 10KG 220V,JOÃO PESSOA,06.10,12.10,1,498.90,498.90,498.90
LEITE BETÂNIA 1 LITRO,VITÓRIA DA CONQUISTA,13.10,19.10,1,4.00,4.00,4.00
LEITE CONDENSADO ITALAC 3959,BRUMADO,03.11,06.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,BRUMADO,06.10,12.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,CAMPINA GRANDE,01.12,07.12,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC 3959,CAMPINA GRANDE,03.11,09.11,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,CAMPINA GRANDE,06.10,12.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,CAMPINA GRANDE,24.11,30.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,JOÃO PESSOA,01.12,07.12,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC 3959,JOÃO PESSOA,03.11,09.11,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,JOÃO PESSOA,06.10,12.10,1,5.08,5.08,5.08
LEITE CONDENSADO ITALAC 3959,JOÃO PESSOA,24.11,30.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,JUAZEIRO DO NORTE,01.12,07.12,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC 3959,JUAZEIRO DO NORTE,03.11,09.11,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,JUAZEIRO DO NORTE,06.10,12.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,JUAZEIRO DO NORTE,24.11,30.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,VITÓRIA DA CONQUISTA,03.11,06.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,VITÓRIA DA CONQUISTA,06.10,12.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959 TP,BRUMADO,13.10,19.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 395G TP,VITÓRIA DA CONQUISTA,13.10,19.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC TP 3959,CAMPINA GRANDE,17.11,23.11,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC TP 3959,JOÃO PESSOA,17.11,23.11,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC TP 3959,JUAZEIRO DO NORTE,10.11,16.11,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC TP 3959,JUAZEIRO DO NORTE,17.11,23.11,1,5.28,5.28,5.28
LEITE CONDENSADO MARAJOARA 3959,BRUMADO,29.09,05.10,1,5.20,5.20,5.20
LEITE EM PÓ BETÂNIA 2009,JUAZEIRO DO NORTE,03.11,09.11,1,5.28,5.28,5.28
LEITE EM PÓ BETÂNIA 2009,JUAZEIRO DO NORTE,17.11,23.11,1,5.98,5.98,5.98
LEITE EM PÓ BETÂNIA 200G,BRUMADO,13.10,19.10,1,7.20,7.20,7.20
LEITE EM PÓ BETÂNIA 200G,VITÓRIA DA CONQUISTA,13.10,19.10,1,7.80,7.80,7.80
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 2009,CAMPINA GRANDE,01.12,07.12,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 2009,CAMPINA GRANDE,10.11,16.11,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 2009,JOÃO PESSOA,01.12,07.12,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 2009,JOÃO PESSOA,10.11,16.11,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,BRUMADO,03.11,06.11,1,6.80,6.80,6.80
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,BRUMADO,06.10,12.10,1,758.00,758.00,758.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,BRUMADO,29.09,05.10,1,75.00,75.00,75.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,CAMPINA GRANDE,03.11,09.11,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,CAMPINA GRANDE,17.11,23.11,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,CAMPINA GRANDE,24.11,30.11,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,JOÃO PESSOA,03.11,09.11,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,JOÃO PESSOA,06.10,12.10,1,7.80,7.80,7.80
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,JOÃO PESSOA,17.11,23.11,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,JOÃO PESSOA,24.11,30.11,1,6.00,6.00,6.00
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,JUAZEIRO DO NORTE,01.12,07.12,1,6.80,6.80,6.80
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,JUAZEIRO DO NORTE,24.11,30.11,1,6.80,6.80,6.80
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,VITÓRIA DA CONQUISTA,03.11,06.11,1,6.80,6.80,6.80
LEITE EM PÓ INTEGRAL ITALAC SACHÊ 200G,VITÓRIA DA CONQUISTA,29.09,05.10,1,7.80,7.80,7.80
LEITE LONGA VIDA BETÂNIA 1 LITRO,JUAZEIRO DO NORTE,17.11,23.11,1,4.80,4.80,4.80
LEITE LONGA VIDA BETÂNIA INTEGRAL OU DESNATADO 1 LITRO,JOÃO PESSOA,06.10,12.10,1,5.00,5.00,5.00
LEITE LONGA VIDA BETÂNIA INTEGRAL OU DESNATADO 1 LITRO,VITÓRIA DA CONQUISTA,06.10,12.10,1,4.00,4.00,4.00
LEITE LONGA VIDA DAMARE 1 LITRO,BRUMADO,13.10,19.10,1,4.80,4.80,4.80
LEITE LONGA VIDA DAMARE INTEGRAL OU DESNATADO 1 LITRO,BRUMADO,06.10,12.10,1,4.00,4.00,4.00
LEITE LONGA VIDA INTEGRAL BETÂNIA 1 LITRO,BRUMADO,03.11,06.11,1,4.80,4.80,4.80
LEITE LONGA VIDA INTEGRAL BETÂNIA 1 LITRO,VITÓRIA DA CONQUISTA,03.11,06.11,1,4.80,4.80,4.80
LEITE LONGA VIDA INTEGRAL/ DESNATADO DAMARE 1 LITRO,BRUMADO,29.09,05.10,1,4.00,4.00,4.00
LEITE LONGA VIDA NATVILLE 1 LITRO,CAMPINA GRANDE,01.12,07.12,1,4.28,4.28,4.28
LEITE LONGA VIDA NATVILLE 1 LITRO,CAMPINA GRANDE,06.10,12.10,1,4.89,4.89,4.89
LEITE LONGA VIDA NATVILLE 1 LITRO,CAMPINA GRANDE,10.11,16.11,1,4.80,4.80,4.80
LEITE LONGA VIDA NATVILLE 1 LITRO,CAMPINA GRANDE,17.11,23.11,1,4.28,4.28,4.28
LEITE LONGA VIDA NATVILLE 1 LITRO,CAMPINA GRANDE,24.11,30.11,1,4.38,4.38,4.38
LEITE LONGA VIDA NATVILLE 1 LITRO,JOÃO PESSOA,01.12,07.12,1,4.28,4.28,4.28
LEITE LONGA VIDA NATVILLE 1 LITRO,JOÃO PESSOA,10.11,16.11,1,4.80,4.80,4.80
LEITE LONGA VIDA NATVILLE 1 LITRO,JOÃO PESSOA,17.11,23.11,1,4.28,4.28,4.28
LEITE LONGA VIDA NATVILLE 1 LITRO,JOÃO PESSOA,24.11,30.11,1,4.38,4.38,4.38
LEITE LONGA VIDA NATVILLE 1 LITRO,JUAZEIRO DO NORTE,03.11,09.11,1,4.80,4.80,4.80
LEITE LONGA VIDA NATVILLE 1 LITRO,JUAZEIRO DO NORTE,10.11,16.11,1,4.80,4.80,4.80
LIMPADOR UAU PERFUMADO LEVE 1 LITRO PAGUE 800ML,BRUMADO,29.09,05.10,1,7.80,7.80,7.80
LIMPADOR UAU PERFUMADO LEVE 1 LITRO PAGUE 800ML,VITÓRIA DA CONQUISTA,29.09,05.10,1,7.80,7.80,7.80
LINGUIÇA CALABRESA DEFUMADA PERDIGÃO KG,CAMPINA GRANDE,01.12,07.12,1,25.50,25.50,25.50
LINGUIÇA CALABRESA DEFUMADA PERDIGÃO KG,JOÃO PESSOA,01.12,07.12,1,25.50,25.50,25.50
LINGUIÇA CALABRESA DEFUMADA SAUDALI KG,JUAZEIRO DO NORTE,24.11,30.11,1,19.89,19.89,19.89
LINGUIÇA DE FRANGO EM GOMOS BOM TODO KG,JUAZEIRO DO NORTE,06.10,12.10,1,14.30,14.30,14.30
LINGUIÇA DEFUMADA CALABRESA FINA NATURAVES KG,BRUMADO,06.10,12.10,1,16.50,16.50,16.50
LINGUIÇA DEFUMADA CALABRESA FINA NATURAVES KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,16.80,16.80,16.80
LINGUIÇA DEFUMADA CALABRESA NATURAVES KG,BRUMADO,13.10,19.10,1,16.80,16.80,16.80
LINGUIÇA DEFUMADA CALABRESA PERDIGÃO KG,BRUMADO,03.11,06.11,1,24.89,24.89,24.89
LINGUIÇA DEFUMADA CALABRESA PERDIGÃO KG,CAMPINA GRANDE,10.11,16.11,1,25.80,25.80,25.80
LINGUIÇA DEFUMADA CALABRESA PERDIGÃO KG,JOÃO PESSOA,10.11,16.11,1,25.80,25.80,25.80
LINGUIÇA DEFUMADA CALABRESA PERDIGÃO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,24.89,24.89,24.89
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA FRANGO KG,JUAZEIRO DO NORTE,01.12,07.12,1,16.80,16.80,16.80
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA KG,CAMPINA GRANDE,03.11,09.11,1,17.40,17.40,17.40
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA KG,CAMPINA GRANDE,10.11,16.11,1,16.20,16.20,16.20
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA KG,CAMPINA GRANDE,24.11,30.11,1,16.00,16.00,16.00
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA KG,JOÃO PESSOA,03.11,09.11,1,17.40,17.40,17.40
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA KG,JOÃO PESSOA,10.11,16.11,1,16.20,16.20,16.20
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA KG,JOÃO PESSOA,24.11,30.11,1,16.00,16.00,16.00
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA KG,JUAZEIRO DO NORTE,03.11,09.11,1,17.80,17.80,17.80
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA KG,JUAZEIRO DO NORTE,10.11,16.11,1,16.50,16.50,16.50
LINGUIÇA EM GOMOS P/ CHURRASCO AURORA KG,JUAZEIRO DO NORTE,17.11,23.11,1,16.00,16.00,16.00
LINGUIÇA GOMOS CHURRASCO AURORA KG,JUAZEIRO DO NORTE,24.11,30.11,1,16.00,16.00,16.00
LINGUIÇA MISTA EM GOMOS P/ CHURRASCO FRIATO KG,CAMPINA GRANDE,01.12,07.12,1,15.80,15.80,15.80
LINGUIÇA MISTA EM GOMOS P/ CHURRASCO FRIATO KG,CAMPINA GRANDE,17.11,23.11,1,15.00,15.00,15.00
LINGUIÇA MISTA EM GOMOS P/ CHURRASCO FRIATO KG,JOÃO PESSOA,01.12,07.12,1,15.80,15.80,15.80
LINGUIÇA MISTA EM GOMOS P/ CHURRASCO FRIATO KG,JOÃO PESSOA,17.11,23.11,1,15.00,15.00,15.00
LINGUIÇA P/ CHURRASCO EM GOMOS NATURAVES KG,BRUMADO,06.10,12.10,1,14.80,14.80,14.80
LINGUIÇA P/ CHURRASCO EM GOMOS NATURAVES KG,BRUMADO,29.09,05.10,1,14.80,14.80,14.80
LINGUIÇA P/ CHURRASCO EM GOMOS NATURAVES KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,15.80,15.80,15.80
LINGUIÇA P/ CHURRASCO GOMOS NATURAVES KG,BRUMADO,03.11,06.11,1,14.80,14.80,14.80
LINGUIÇA P/ CHURRASCO GOMOS NATURAVES KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,14.80,14.80,14.80
LÂMPADA LED G-LIGHT AUTOVOLT 9W 6500K,BRUMADO,06.10,12.10,1,2.80,2.80,2.80
LÂMPADA LED G-LIGHT AUTOVOLT 9W 6500K,CAMPINA GRANDE,06.10,12.10,1,3.20,3.20,3.20
LÂMPADA LED G-LIGHT AUTOVOLT 9W 6500K,JUAZEIRO DO NORTE,06.10,12.10,1,3.80,3.80,3.80
"MACARRÃO INSTANTÂNEO LÁMEN VITARELLA SABORES 445,89",BRUMADO,06.10,12.10,1,758.00,758.00,758.00
MAIONESE QUERO SACHÊ 200G,VITÓRIA DA CONQUISTA,06.10,12.10,1,2.00,2.00,2.00
MAIONESE TRADICIONAL JULIETA SACHÊ 200G,VITÓRIA DA CONQUISTA,29.09,05.10,1,1.00,1.00,1.00
MANTEIGA COM SAL NATVILLE 5009,BRUMADO,03.11,06.11,1,17.80,17.80,17.80
MANTEIGA COM SAL NATVILLE 5009,VITÓRIA DA CONQUISTA,03.11,06.11,1,17.80,17.80,17.80
MANTEIGA NATVILLE C/ SAL 5009,BRUMADO,13.10,19.10,1,18.80,18.80,18.80
MANTEIGA NATVILLE C/ SAL 5009,VITÓRIA DA CONQUISTA,06.10,12.10,1,18.50,18.50,18.50
MANTEIGA NATVILLE C/ SAL 500G,BRUMADO,06.10,12.10,1,19.00,19.00,19.00
MANTEIGA NATVILLE C/ SAL 500G,CAMPINA GRANDE,06.10,12.10,1,18.00,18.00,18.00
MANTEIGA NATVILLE C/ SAL 500G,JUAZEIRO DO NORTE,06.10,12.10,1,19.00,19.00,19.00
MARGARINA DELINE BALDE 3KG,CAMPINA GRANDE,01.12,07.12,1,26.00,26.00,26.00
MARGARINA DELINE BALDE 3KG,CAMPINA GRANDE,03.11,09.11,1,26.50,26.50,26.50
MARGARINA DELINE BALDE 3KG,CAMPINA GRANDE,06.10,12.10,1,217.80,217.80,217.80
MARGARINA DELINE BALDE 3KG,CAMPINA GRANDE,10.11,16.11,1,26.50,26.50,26.50
MARGARINA DELINE BALDE 3KG,CAMPINA GRANDE,17.11,23.11,1,26.90,26.90,26.90
MARGARINA DELINE BALDE 3KG,CAMPINA GRANDE,24.11,30.11,1,26.00,26.00,26.00
MARGARINA DELINE BALDE 3KG,JOÃO PESSOA,01.12,07.12,1,26.00,26.00,26.00
MARGARINA DELINE BALDE 3KG,JOÃO PESSOA,03.11,09.11,1,26.50,26.50,26.50
MARGARINA DELINE BALDE 3KG,JOÃO PESSOA,06.10,12.10,1,27.80,27.80,27.80
MARGARINA DELINE BALDE 3KG,JOÃO PESSOA,10.11,16.11,1,26.50,26.50,26.50
MARGARINA DELINE BALDE 3KG,JOÃO PESSOA,17.11,23.11,1,26.90,26.90,26.90
MARGARINA DELINE BALDE 3KG,JOÃO PESSOA,24.11,30.11,1,26.00,26.00,26.00
MARGARINA PRIMOR BALDE 3KG,JUAZEIRO DO NORTE,03.11,09.11,1,29.80,29.80,29.80
MARGARINA PRIMOR BALDE 3KG,JUAZEIRO DO NORTE,10.11,16.11,1,29.80,29.80,29.80
MARGARINA PURO SABOR 250G,JUAZEIRO DO NORTE,06.10,12.10,1,4.80,4.80,4.80
MARGARINA VEGETAL 80% DE LIPÍDIOS MEDALHA DE OURO 15KG,BRUMADO,13.10,19.10,1,0.00,0.00,0.00
MASSA COMUM BONSABOR ESPAGUETE 4009,VITÓRIA DA CONQUISTA,29.09,05.10,1,1.00,1.00,1.00
MASSA COMUM FAVORITA ESPAGUETE 400G,JUAZEIRO DO NORTE,06.10,12.10,1,2.12,2.12,2.12
MASSA COMUM GAMELEIRA ESPAGUETE 4009,VITÓRIA DA CONQUISTA,13.10,19.10,1,1.00,1.00,1.00
MASSA COMUM GAMELEIRA ESPAGUETE 400G,BRUMADO,13.10,19.10,1,1.20,1.20,1.20
MASSA COMUM PARAFUSO TRADICIONAL BRANDINI 5009,BRUMADO,06.10,12.10,1,3.22,3.22,3.22
MASSA COMUM PETYAN 4009,BRUMADO,29.09,05.10,1,1.20,1.20,1.20
MASSA COMUM PETYAN 400G,BRUMADO,03.11,06.11,1,1.80,1.80,1.80
MASSA COMUM PETYAN 400G,VITÓRIA DA CONQUISTA,03.11,06.11,1,1.80,1.80,1.80
MASSA COMUM PILAR ESPAGUETE FINO 400G,VITÓRIA DA CONQUISTA,06.10,12.10,1,1.00,1.00,1.00
MASSA COMUM VITAFLOR ESPAGUETE 4009,JOÃO PESSOA,06.10,12.10,1,1.30,1.30,1.30
MASSA COMUM VITAFLOR ESPAGUETE 400G,CAMPINA GRANDE,06.10,12.10,1,1.20,1.20,1.20
MASSA ESPAGUETE COMUM BONSABOR 4009,JUAZEIRO DO NORTE,24.11,30.11,1,1.30,1.30,1.30
MASSA ESPAGUETE COMUM BONSABOR 400G,CAMPINA GRANDE,01.12,07.12,1,2.00,2.00,2.00
MASSA ESPAGUETE COMUM BONSABOR 400G,CAMPINA GRANDE,03.11,09.11,1,1.00,1.00,1.00
MASSA ESPAGUETE COMUM BONSABOR 400G,CAMPINA GRANDE,10.11,16.11,1,1.58,1.58,1.58
MASSA ESPAGUETE COMUM BONSABOR 400G,JOÃO PESSOA,01.12,07.12,1,2.00,2.00,2.00
MASSA ESPAGUETE COMUM BONSABOR 400G,JOÃO PESSOA,03.11,09.11,1,1.00,1.00,1.00
MASSA ESPAGUETE COMUM BONSABOR 400G,JOÃO PESSOA,10.11,16.11,1,1.58,1.58,1.58
MASSA ESPAGUETE COMUM BONSABOR 400G,JUAZEIRO DO NORTE,01.12,07.12,1,1.80,1.80,1.80
MASSA ESPAGUETE COMUM BONSABOR 400G,JUAZEIRO DO NORTE,10.11,16.11,1,1.38,1.38,1.38
MASSA ESPAGUETE COMUM BONSABOR 400G,JUAZEIRO DO NORTE,17.11,23.11,1,1.80,1.80,1.80
MASSA ESPAGUETE COMUM GOSTOSO ESTRELA 4009,JUAZEIRO DO NORTE,03.11,09.11,1,2.80,2.80,2.80
MASSA ESPAGUETE COMUM VITAFLOR 400G,CAMPINA GRANDE,01.12,07.12,1,1.80,1.80,1.80
MASSA ESPAGUETE COMUM VITAFLOR 400G,CAMPINA GRANDE,17.11,23.11,1,1.80,1.80,1.80
MASSA ESPAGUETE COMUM VITAFLOR 400G,CAMPINA GRANDE,24.11,30.11,1,1.78,1.78,1.78
MASSA ESPAGUETE COMUM VITAFLOR 400G,JOÃO PESSOA,01.12,07.12,1,1.80,1.80,1.80
MASSA ESPAGUETE COMUM VITAFLOR 400G,JOÃO PESSOA,17.11,23.11,1,1.80,1.80,1.80
