product_norm,branch,period_start,period_end,num_occurrences,price_mean,price_min,price_max
CATCHUP JULIETA TRADICIONAL 8309,VITÓRIA DA CONQUISTA,29.09,05.10,1,4.00,4.00,4.00
CATCHUP TAMBAÚ 830G,VITÓRIA DA CONQUISTA,13.10,19.10,1,6.90,6.90,6.90
CERVEJA IMPÉRIO PILSEN 350M!L,BRUMADO,06.10,12.10,1,2.00,2.00,2.00
CERVEJA IMPÉRIO PILSEN 350M!L,JUAZEIRO DO NORTE,06.10,12.10,1,2.00,2.00,2.00
CERVEJA IMPÉRIO PILSEN 350M!L,VITÓRIA DA CONQUISTA,06.10,12.10,1,2.58,2.58,2.58
CERVEJA IMPÉRIO PILSEN 350ML,BRUMADO,13.10,19.10,1,2.89,2.89,2.89
CERVEJA IMPÉRIO PILSEN 350ML,VITÓRIA DA CONQUISTA,13.10,19.10,1,2.80,2.80,2.80
CERVEJA ITAIPAVA 269M!L,BRUMADO,29.09,05.10,1,2.58,2.58,2.58
CHOCOLATE KINDER JOY LUI/AZUL OU LEI/ ROSA SURPRESA 209,VITÓRIA DA CONQUISTA,06.10,12.10,1,9.80,9.80,9.80
CHÃ DE DENTRO BOVINO RESFRIADO FRIBOI PEÇA/ PEDAÇO KG,BRUMADO,13.10,19.10,1,34.80,34.80,34.80
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA PEDAÇO KG,BRUMADO,03.11,06.11,1,35.00,35.00,35.00
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA PEDAÇO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,35.00,35.00,35.00
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,CAMPINA GRANDE,01.12,07.12,1,39.50,39.50,39.50
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,CAMPINA GRANDE,03.11,09.11,1,44.50,44.50,44.50
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,CAMPINA GRANDE,17.11,23.11,1,39.50,39.50,39.50
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,CAMPINA GRANDE,24.11,30.11,1,39.00,39.00,39.00
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JOÃO PESSOA,01.12,07.12,1,39.50,39.50,39.50
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JOÃO PESSOA,03.11,09.11,1,44.50,44.50,44.50
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JOÃO PESSOA,17.11,23.11,1,39.00,39.00,39.00
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JOÃO PESSOA,24.11,30.11,1,39.00,39.00,39.00
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,01.12,07.12,1,34.80,34.80,34.80
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,10.11,16.11,1,34.80,34.80,34.80
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,17.11,23.11,1,34.80,34.80,34.80
CHÃ DE DENTRO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,24.11,30.11,1,34.00,34.00,34.00
CHÃ DE FORA BOVINO RESFRIADO FRIBOI PEÇA/ PEDAÇO KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,31.80,31.80,31.80
CHÃ DE FORA BOVINO RESFRIADO FRIBOI PEÇA/ PEDAÇO KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,31.89,31.89,31.89
CHÃ DE FORA BOVINO RESFRIADO FRIBOI PEÇA/PEDAÇO KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,31.80,31.80,31.80
CONTRA FILÉ BOVINO RESFRIADO PEÇA/ PEDAÇO KG,BRUMADO,03.11,06.11,1,39.80,39.80,39.80
CONTRA FILÉ BOVINO RESFRIADO PEÇA/ PEDAÇO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,39.80,39.80,39.80
CONTRAFILÉ BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,01.12,07.12,1,38.00,38.00,38.00
CONTRAFILÉ BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,17.11,23.11,1,38.99,38.99,38.99
CONTRAFILÉ BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,24.11,30.11,1,38.00,38.00,38.00
COSTELA BOVINA CONGELADA KG,CAMPINA GRANDE,03.11,09.11,1,23.22,23.22,23.22
COSTELA BOVINA CONGELADA KG,CAMPINA GRANDE,10.11,16.11,1,20.50,20.50,20.50
COSTELA BOVINA CONGELADA KG,CAMPINA GRANDE,17.11,23.11,1,15.80,15.80,15.80
COSTELA BOVINA CONGELADA KG,CAMPINA GRANDE,24.11,30.11,1,15.90,15.90,15.90
COSTELA BOVINA CONGELADA KG,JOÃO PESSOA,03.11,09.11,1,23.22,23.22,23.22
COSTELA BOVINA CONGELADA KG,JOÃO PESSOA,10.11,16.11,1,20.50,20.50,20.50
COSTELA BOVINA CONGELADA KG,JOÃO PESSOA,17.11,23.11,1,15.80,15.80,15.80
COSTELA BOVINA CONGELADA KG,JOÃO PESSOA,24.11,30.11,1,15.90,15.90,15.90
COSTELA BOVINA CONGELADA KG,JUAZEIRO DO NORTE,03.11,09.11,1,19.80,19.80,19.80
COSTELA BOVINA CONGELADA KG,JUAZEIRO DO NORTE,10.11,16.11,1,19.80,19.80,19.80
COSTELA BOVINA CONGELADA KG,JUAZEIRO DO NORTE,17.11,23.11,1,19.00,19.00,19.00
COSTELA BOVINA CONGELADA KG,JUAZEIRO DO NORTE,24.11,30.11,1,19.00,19.00,19.00
COSTELA BOVINA EM TIRAS FRIBOI KG,BRUMADO,13.10,19.10,1,15.00,15.00,15.00
COSTELA BOVINA RESFRIADA C/ OSSO KG,BRUMADO,03.11,06.11,1,15.80,15.80,15.80
COSTELA BOVINA RESFRIADA C/ OSSO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,17.80,17.80,17.80
COSTELA SUÍNA CONGELADA EM TIRAS KG,BRUMADO,03.11,06.11,1,11.50,11.50,11.50
COSTELA SUÍNA CONGELADA EM TIRAS KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,11.50,11.50,11.50
COSTELA SUÍNA EM TIRAS CONGELADA KG,BRUMADO,06.10,12.10,1,12.80,12.80,12.80
COSTELA SUÍNA EM TIRAS CONGELADA KG,CAMPINA GRANDE,01.12,07.12,1,11.80,11.80,11.80
COSTELA SUÍNA EM TIRAS CONGELADA KG,CAMPINA GRANDE,03.11,09.11,1,11.50,11.50,11.50
COSTELA SUÍNA EM TIRAS CONGELADA KG,CAMPINA GRANDE,06.10,12.10,1,11.00,11.00,11.00
COSTELA SUÍNA EM TIRAS CONGELADA KG,CAMPINA GRANDE,10.11,16.11,1,11.80,11.80,11.80
COSTELA SUÍNA EM TIRAS CONGELADA KG,CAMPINA GRANDE,17.11,23.11,1,11.30,11.30,11.30
COSTELA SUÍNA EM TIRAS CONGELADA KG,CAMPINA GRANDE,24.11,30.11,1,11.80,11.80,11.80
COSTELA SUÍNA EM TIRAS CONGELADA KG,JOÃO PESSOA,01.12,07.12,1,11.80,11.80,11.80
COSTELA SUÍNA EM TIRAS CONGELADA KG,JOÃO PESSOA,03.11,09.11,1,11.50,11.50,11.50
COSTELA SUÍNA EM TIRAS CONGELADA KG,JOÃO PESSOA,10.11,16.11,1,11.80,11.80,11.80
COSTELA SUÍNA EM TIRAS CONGELADA KG,JOÃO PESSOA,17.11,23.11,1,11.30,11.30,11.30
COSTELA SUÍNA EM TIRAS CONGELADA KG,JOÃO PESSOA,24.11,30.11,1,11.80,11.80,11.80
COSTELA SUÍNA EM TIRAS CONGELADA KG,JUAZEIRO DO NORTE,01.12,07.12,1,10.00,10.00,10.00
COSTELA SUÍNA EM TIRAS CONGELADA KG,JUAZEIRO DO NORTE,03.11,09.11,1,11.30,11.30,11.30
COSTELA SUÍNA EM TIRAS CONGELADA KG,JUAZEIRO DO NORTE,10.11,16.11,1,11.90,11.90,11.90
COSTELA SUÍNA EM TIRAS CONGELADA KG,JUAZEIRO DO NORTE,17.11,23.11,1,11.00,11.00,11.00
COSTELA SUÍNA EM TIRAS CONGELADA KG,JUAZEIRO DO NORTE,24.11,30.11,1,11.40,11.40,11.40
COXA / SOBRECOXA DE FRANGO CONGELADA KG,CAMPINA GRANDE,24.11,30.11,1,9.80,9.80,9.80
COXA / SOBRECOXA DE FRANGO CONGELADA KG,JOÃO PESSOA,24.11,30.11,1,9.80,9.80,9.80
COXA C/ SOBRECOXA DE FRANGO CONGELADA KG,BRUMADO,06.10,12.10,1,9.80,9.80,9.80
COXA C/ SOBRECOXA DE FRANGO CONGELADA KG,JUAZEIRO DO NORTE,24.11,30.11,1,8.00,8.00,8.00
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,BRUMADO,29.09,05.10,1,19.00,19.00,19.00
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,CAMPINA GRANDE,01.12,07.12,1,9.80,9.80,9.80
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,CAMPINA GRANDE,03.11,09.11,1,9.50,9.50,9.50
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,CAMPINA GRANDE,10.11,16.11,1,9.80,9.80,9.80
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,JOÃO PESSOA,01.12,07.12,1,9.80,9.80,9.80
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,JOÃO PESSOA,03.11,09.11,1,9.50,9.50,9.50
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,JOÃO PESSOA,06.10,12.10,1,9.80,9.80,9.80
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,JOÃO PESSOA,10.11,16.11,1,9.80,9.80,9.80
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,JUAZEIRO DO NORTE,03.11,09.11,1,9.00,9.00,9.00
COXA/ SOBRECOXA DE FRANGO CONGELADA KG,JUAZEIRO DO NORTE,10.11,16.11,1,8.00,8.00,8.00
CREME DE LEITE ITALAC 2009,CAMPINA GRANDE,01.12,07.12,1,2.00,2.00,2.00
CREME DE LEITE ITALAC 2009,CAMPINA GRANDE,03.11,09.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 2009,CAMPINA GRANDE,24.11,30.11,1,2.00,2.00,2.00
CREME DE LEITE ITALAC 2009,JOÃO PESSOA,01.12,07.12,1,2.00,2.00,2.00
CREME DE LEITE ITALAC 2009,JOÃO PESSOA,03.11,09.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 2009,JOÃO PESSOA,24.11,30.11,1,2.00,2.00,2.00
CREME DE LEITE ITALAC 2009,JUAZEIRO DO NORTE,01.12,07.12,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 2009,JUAZEIRO DO NORTE,03.11,09.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 2009,JUAZEIRO DO NORTE,24.11,30.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 200G TP,BRUMADO,06.10,12.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 200G TP,BRUMADO,13.10,19.10,1,2.00,2.00,2.00
CREME DE LEITE ITALAC 200G TP,CAMPINA GRANDE,06.10,12.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 200G TP,JOÃO PESSOA,06.10,12.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 200G TP,VITÓRIA DA CONQUISTA,06.10,12.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 200G TP,VITÓRIA DA CONQUISTA,13.10,19.10,1,2.00,2.00,2.00
CREME DE LEITE ITALAC 200G TP,VITÓRIA DA CONQUISTA,29.09,05.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 2009,CAMPINA GRANDE,10.11,16.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 2009,CAMPINA GRANDE,17.11,23.11,1,2.58,2.58,2.58
CREME DE LEITE ITALAC TP 2009,JOÃO PESSOA,10.11,16.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 2009,JOÃO PESSOA,17.11,23.11,1,2.58,2.58,2.58
CREME DE LEITE ITALAC TP 2009,JUAZEIRO DO NORTE,10.11,16.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 2009,JUAZEIRO DO NORTE,17.11,23.11,1,2.48,2.48,2.48
CREME DE LEITE ITALAC TP 200G,BRUMADO,03.11,06.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 200G,VITÓRIA DA CONQUISTA,03.11,06.11,1,2.80,2.80,2.80
CREME DENTAL COLGATE MÁXIMA PROTEÇÃO 180G C/3,JOÃO PESSOA,06.10,12.10,1,18.00,18.00,18.00
CREME DENTAL COLGATE MÁXIMA PROTEÇÃO 180G C/3,JUAZEIRO DO NORTE,06.10,12.10,1,18.00,18.00,18.00
CREME DENTAL SORRISO KOLYNOS EDIÇÃO LIMITADA 90G,BRUMADO,06.10,12.10,1,6.00,6.00,6.00
CUPIM BOVINO CONGELADO FRIBOI KG,CAMPINA GRANDE,06.10,12.10,1,36.00,36.00,36.00
CUPIM BOVINO CONGELADO FRIBOI KG,JOÃO PESSOA,06.10,12.10,1,34.50,34.50,34.50
CUPIM BOVINO CONGELADO FRIBOI KG,JUAZEIRO DO NORTE,06.10,12.10,1,31.00,31.00,31.00
CUPIM BOVINO CONGELADO KG,CAMPINA GRANDE,01.12,07.12,1,29.80,29.80,29.80
CUPIM BOVINO CONGELADO KG,CAMPINA GRANDE,03.11,09.11,1,34.80,34.80,34.80
CUPIM BOVINO CONGELADO KG,CAMPINA GRANDE,10.11,16.11,1,34.80,34.80,34.80
CUPIM BOVINO CONGELADO KG,CAMPINA GRANDE,17.11,23.11,1,29.50,29.50,29.50
CUPIM BOVINO CONGELADO KG,CAMPINA GRANDE,24.11,30.11,1,32.80,32.80,32.80
CUPIM BOVINO CONGELADO KG,JOÃO PESSOA,01.12,07.12,1,29.80,29.80,29.80
CUPIM BOVINO CONGELADO KG,JOÃO PESSOA,03.11,09.11,1,34.80,34.80,34.80
CUPIM BOVINO CONGELADO KG,JOÃO PESSOA,10.11,16.11,1,34.80,34.80,34.80
CUPIM BOVINO CONGELADO KG,JOÃO PESSOA,17.11,23.11,1,29.50,29.50,29.50
CUPIM BOVINO CONGELADO KG,JOÃO PESSOA,24.11,30.11,1,32.80,32.80,32.80
CUPIM BOVINO CONGELADO KG,JUAZEIRO DO NORTE,01.12,07.12,1,29.80,29.80,29.80
CUPIM BOVINO CONGELADO KG,JUAZEIRO DO NORTE,03.11,09.11,1,29.80,29.80,29.80
CUPIM BOVINO CONGELADO KG,JUAZEIRO DO NORTE,10.11,16.11,1,29.80,29.80,29.80
CUPIM BOVINO CONGELADO KG,JUAZEIRO DO NORTE,17.11,23.11,1,29.80,29.80,29.80
CUPIM BOVINO CONGELADO KG,JUAZEIRO DO NORTE,24.11,30.11,1,29.80,29.80,29.80
DESINFETANTE TEIÚ 2 LITROS,BRUMADO,06.10,12.10,1,759.00,759.00,759.00
DESINFETANTE URCA 2 LITROS,JOÃO PESSOA,06.10,12.10,1,4.80,4.80,4.80
DESINFETANTE URCA 5 LITROS,CAMPINA GRANDE,06.10,12.10,1,9.00,9.00,9.00
DESINFETANTE URCA 5 LITROS,JUAZEIRO DO NORTE,06.10,12.10,1,10.80,10.80,10.80
DESODORANTE AEROSSOL ABOVE 90G TIPOS,BRUMADO,29.09,05.10,1,5.80,5.80,5.80
DESODORANTE AEROSSOL ABOVE 90G TIPOS,VITÓRIA DA CONQUISTA,29.09,05.10,1,5.02,5.02,5.02
DESODORANTE AEROSSOL MONANGE 90G,JOÃO PESSOA,06.10,12.10,1,1.00,1.00,1.00
DESODORANTE AEROSSOL MONANGE 90G,VITÓRIA DA CONQUISTA,06.10,12.10,1,75.00,75.00,75.00
DESODORANTE AEROSSOL REXONA 150ML,CAMPINA GRANDE,06.10,12.10,1,12.00,12.00,12.00
DETERGENTE LÍQUIDO ESPUMIL 500ML,BRUMADO,13.10,19.10,1,1.38,1.38,1.38
DETERGENTE LÍQUIDO LOUÇAS JUÁ LIMÃO 500ML,JUAZEIRO DO NORTE,06.10,12.10,1,1.00,1.00,1.00
DETERGENTE LÍQUIDO YPÊ 500ML,CAMPINA GRANDE,06.10,12.10,1,1555.00,1555.00,1555.00
DETERGENTE LÍQUIDO ZAB 500ML,BRUMADO,29.09,05.10,1,1.00,1.00,1.00
DETERGENTE LÍQUIDO ZAB 500ML,VITÓRIA DA CONQUISTA,06.10,12.10,1,1.99,1.99,1.99
DETERGENTE LÍQUIDO ZAB 500ML,VITÓRIA DA CONQUISTA,13.10,19.10,1,1.00,1.00,1.00
DOBRADINHA BOVINA CONGELADA KG,JUAZEIRO DO NORTE,24.11,30.11,1,13.00,13.00,13.00
E PU ) ER NL : A O O,CAMPINA GRANDE,24.11,30.11,1,6.00,6.00,6.00
E PU ) ER NL : A O O,JOÃO PESSOA,24.11,30.11,1,6.00,6.00,6.00
ES A,BRUMADO,06.10,12.10,1,758.00,758.00,758.00
EXTATO DE TOMATE JULIETA SACHÊ 340G,BRUMADO,29.09,05.10,1,1.80,1.80,1.80
FARINHA DE MANDIOCA ARCO VERDE AMARELA OU BRANCA 1KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,5.90,5.90,5.90
FARINHA DE MANDIOCA ARCO VERDE AMARELA/ BRANCA 1KG,BRUMADO,29.09,05.10,1,5.90,5.90,5.90
FARINHA DE MANDIOCA BRANCA BELLABONO 1KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,3.00,3.00,3.00
FARINHA DE MANDIOCA BRANCA DA ROÇA 1KG,BRUMADO,06.10,12.10,1,3.39,3.39,3.39
FARINHA DE MANDIOCA DA FEIRA ACAFRÃO OU COPIOBA 1KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,5.00,5.00,5.00
FARINHA DE TRIGO DONA MARIA 25KG,CAMPINA GRANDE,01.12,07.12,1,85.00,85.00,85.00
FARINHA DE TRIGO DONA MARIA 25KG,CAMPINA GRANDE,24.11,30.11,1,85.00,85.00,85.00
FARINHA DE TRIGO DONA MARIA 25KG,JOÃO PESSOA,01.12,07.12,1,85.00,85.00,85.00
FARINHA DE TRIGO DONA MARIA 25KG,JOÃO PESSOA,24.11,30.11,1,85.00,85.00,85.00
FARINHA DE TRIGO ESPECIAL ROSA BRANCA 25KG,CAMPINA GRANDE,03.11,09.11,1,88.00,88.00,88.00
FARINHA DE TRIGO ESPECIAL ROSA BRANCA 25KG,CAMPINA GRANDE,10.11,16.11,1,88.00,88.00,88.00
FARINHA DE TRIGO ESPECIAL ROSA BRANCA 25KG,CAMPINA GRANDE,17.11,23.11,1,88.90,88.90,88.90
FARINHA DE TRIGO ESPECIAL ROSA BRANCA 25KG,JOÃO PESSOA,03.11,09.11,1,88.00,88.00,88.00
FARINHA DE TRIGO ESPECIAL ROSA BRANCA 25KG,JOÃO PESSOA,10.11,16.11,1,88.00,88.00,88.00
FARINHA DE TRIGO ESPECIAL ROSA BRANCA 25KG,JOÃO PESSOA,17.11,23.11,1,88.90,88.90,88.90
FARINHA DE TRIGO FINNA TRADICIONAL PAPEL 1KG,JUAZEIRO DO NORTE,17.11,23.11,1,3.80,3.80,3.80
FARINHA DE TRIGO FINNA TRADICIONAL SEM FERMENTO 1KG,BRUMADO,03.11,06.11,1,4.18,4.18,4.18
FARINHA DE TRIGO FINNA TRADICIONAL SEM FERMENTO 1KG,BRUMADO,13.10,19.10,1,4.80,4.80,4.80
FARINHA DE TRIGO FINNA TRADICIONAL SEM FERMENTO 1KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,4.18,4.18,4.18
FARINHA DE TRIGO FINNA TRADICIONAL SEM FERMENTO 1KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,4.30,4.30,4.30
FARINHA DE TRIGO TIPO 1 FARINA 1KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,3.00,3.00,3.00
FARINHA DE TRIGO TIPO 1 ROSA BRANCA 1KG,CAMPINA GRANDE,17.11,23.11,1,3.00,3.00,3.00
FARINHA DE TRIGO TIPO 1 ROSA BRANCA 1KG,JOÃO PESSOA,17.11,23.11,1,3.00,3.00,3.00
FARINHA DE TRIGO TIPO 1 ROSA BRANCA 1KG,JUAZEIRO DO NORTE,06.10,12.10,1,3.00,3.00,3.00
FARINHA DE TRIGO TRADICIONAL BRANDINI 1KG,BRUMADO,29.09,05.10,1,3.20,3.20,3.20
FARINHA DE TRIGO TRADICIONAL S/ FERMENTO FINNA 1KG,JUAZEIRO DO NORTE,03.11,09.11,1,3.78,3.78,3.78
FEIJÃO CARIOCA CARIRI 1KG,JUAZEIRO DO NORTE,01.12,07.12,1,4.80,4.80,4.80
FEIJÃO CARIOCA DONA MIRA 1KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,4.20,4.20,4.20
FEIJÃO CARIOCA GRÃO BONITO 1KG,BRUMADO,29.09,05.10,1,4.00,4.00,4.00
FEIJÃO CARIOCA KICALDO 1KG,JUAZEIRO DO NORTE,03.11,09.11,1,5.80,5.80,5.80
FEIJÃO CARIOCA TIPO 1 TURQUESA 1KG,CAMPINA GRANDE,06.10,12.10,1,7.20,7.20,7.20
FEIJÃO CARIOCA TIPO 1 TURQUESA 1KG,JOÃO PESSOA,06.10,12.10,1,72.00,72.00,72.00
FEIJÃO CARIOCA VIDA CORES 1KG,BRUMADO,03.11,06.11,1,5.80,5.80,5.80
FEIJÃO CARIOCA VIDA CORES 1KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,5.80,5.80,5.80
FEIRINHA DE PLÁSTICO SORTIDOS PLASVALE REF.: 1232,BRUMADO,13.10,19.10,1,4.80,4.80,4.80
FILÉ DE MERLUZA CONGELADA S/PELE LUZITANIA 800G,BRUMADO,29.09,05.10,1,25.50,25.50,25.50
FILÉ DE PEITO DE FRANGO CONGELADO KG,BRUMADO,03.11,06.11,1,19.00,19.00,19.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,BRUMADO,13.10,19.10,1,18.00,18.00,18.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,03.11,09.11,1,18.00,18.00,18.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,10.11,16.11,1,17.00,17.00,17.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,17.11,23.11,1,16.80,16.80,16.80
FILÉ DE PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,24.11,30.11,1,17.00,17.00,17.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,03.11,09.11,1,18.00,18.00,18.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,10.11,16.11,1,17.00,17.00,17.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,17.11,23.11,1,16.80,16.80,16.80
FILÉ DE PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,24.11,30.11,1,17.00,17.00,17.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,01.12,07.12,1,16.00,16.00,16.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,03.11,09.11,1,16.00,16.00,16.00
FILÉ DE PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,06.10,12.10,1,17.80,17.80,17.80
FILÉ DE PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,10.11,16.11,1,16.80,16.80,16.80
FILÉ DE PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,17.11,23.11,1,16.50,16.50,16.50
FILÉ DE PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,24.11,30.11,1,16.50,16.50,16.50
FILÉ DE PEITO DE FRANGO CONGELADO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,19.00,19.00,19.00
FILÉ DE PEITO DE FRANGO CONGELADO MAURICÉA BANDEJA 1KG,CAMPINA GRANDE,06.10,12.10,1,21.80,21.80,21.80
FILÉ DE PEITO DE FRANGO CONGELADO NATURAVES BANDEJA 1KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,21.80,21.80,21.80
FILÉ DE PEITO FRANGO CONGELADO NATURAVES BANDEJA 1KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,21.80,21.80,21.80
FLOCÃO DE MILHO CORINGA 5009,BRUMADO,13.10,19.10,1,2.20,2.20,2.20
FLOCÃO DE MILHO CORINGA 500G,VITÓRIA DA CONQUISTA,06.10,12.10,1,1.00,1.00,1.00
FLOCÃO DE MILHO DONA CLARA 500G,JUAZEIRO DO NORTE,01.12,07.12,1,1.80,1.80,1.80
FLOCÃO DE MILHO DONA CLARA 500G,JUAZEIRO DO NORTE,06.10,12.10,1,1.30,1.30,1.30
FLOCÃO DE MILHO DONA CLARA 500G,JUAZEIRO DO NORTE,10.11,16.11,1,1.30,1.30,1.30
FLOCÃO DE MILHO FORTEMILHO 4009,CAMPINA GRANDE,01.12,07.12,1,0.88,0.88,0.88
FLOCÃO DE MILHO FORTEMILHO 4009,CAMPINA GRANDE,03.11,09.11,1,0.80,0.80,0.80
FLOCÃO DE MILHO FORTEMILHO 4009,CAMPINA GRANDE,17.11,23.11,1,0.83,0.83,0.83
FLOCÃO DE MILHO FORTEMILHO 4009,JOÃO PESSOA,01.12,07.12,1,0.88,0.88,0.88
FLOCÃO DE MILHO FORTEMILHO 4009,JOÃO PESSOA,03.11,09.11,1,0.80,0.80,0.80
FLOCÃO DE MILHO FORTEMILHO 4009,JOÃO PESSOA,17.11,23.11,1,0.83,0.83,0.83
FLOCÃO DE MILHO PINDORAMA 5009,BRUMADO,29.09,05.10,1,1.20,1.20,1.20
FLOCÃO DE MILHO PINDORAMA 5009,JUAZEIRO DO NORTE,17.11,23.11,1,1.80,1.80,1.80
FLOCÃO DE MILHO PINDORAMA 5009,JUAZEIRO DO NORTE,24.11,30.11,1,0.80,0.80,0.80
FLOCÃO DE MILHO PINDORAMA 5009,VITÓRIA DA CONQUISTA,29.09,05.10,1,1.00,1.00,1.00
FLOCÃO DE MILHO REI DE OURO 500G,CAMPINA GRANDE,10.11,16.11,1,0.80,0.80,0.80
FLOCÃO DE MILHO REI DE OURO 500G,JOÃO PESSOA,10.11,16.11,1,0.80,0.80,0.80
FLOCÃO DE MILHO SÃO BRAZ 500G,CAMPINA GRANDE,24.11,30.11,1,1.80,1.80,1.80
FLOCÃO DE MILHO SÃO BRAZ 500G,JOÃO PESSOA,24.11,30.11,1,1.80,1.80,1.80
FLOCÃO NOVOMILHO SÃO BRAZ 5009,JOÃO PESSOA,06.10,12.10,1,1.30,1.30,1.30
FLOCÃO NOVOMILHO SÃO BRAZ 500G,CAMPINA GRANDE,06.10,12.10,1,1.20,1.20,1.20
FLOCÃO VITAMILHO 500G,BRUMADO,06.10,12.10,1,1.20,1.20,1.20
FRALDA DESCARTÁVEL FOFURA BABY PRÁTICO,BRUMADO,13.10,19.10,1,13.00,13.00,13.00
FRALDA DESCARTÁVEL FOFURA BABY PRÁTICO,VITÓRIA DA CONQUISTA,13.10,19.10,1,13.00,13.00,13.00
FRALDA DESCARTÁVEL HUGGIES TRIPLA PROTEÇÃO JUMBO,BRUMADO,06.10,12.10,1,20.00,20.00,20.00
