product_norm,branch,period_start,period_end,num_occurrences,price_mean,price_min,price_max
LINGUICA P/CHURRASCO EM GOMOS NATURAVES KG,BRUMADO,29.09,05.10,1,14.80,14.80,14.80
LINGUICA P/CHURRASCO EM GOMOS NATURAVES KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,15.80,15.80,15.80
LINGUICA P/CHURRASCO GOMOS NATURAVES KG,BRUMADO,03.11,06.11,1,14.80,14.80,14.80
LINGUICA P/CHURRASCO GOMOS NATURAVES KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,14.80,14.80,14.80
PEITO DE FRANGO CONGELADO KG,BRUMADO,03.11,06.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,BRUMADO,29.09,05.10,1,12.80,12.80,12.80
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,01.12,07.12,1,13.50,13.50,13.50
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,03.11,09.11,1,14.90,14.90,14.90
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,10.11,16.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,17.11,23.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,24.11,30.11,1,13.80,13.80,13.80
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,01.12,07.12,1,13.50,13.50,13.50
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,03.11,09.11,1,14.90,14.90,14.90
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,06.10,12.10,1,14.80,14.80,14.80
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,10.11,16.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,17.11,23.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,24.11,30.11,1,13.80,13.80,13.80
PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,01.12,07.12,1,11.80,11.80,11.80
PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,03.11,09.11,1,11.98,11.98,11.98
PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,10.11,16.11,1,11.98,11.98,11.98
PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,17.11,23.11,1,11.80,11.80,11.80
PEITO DE FRANGO CONGELADO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,13.00,13.00,13.00
QUEIJO MUCARELA PECA/PEDACO KG,BRUMADO,03.11,06.11,1,29.90,29.90,29.90
QUEIJO MUCARELA PECA/PEDACO KG,CAMPINA GRANDE,03.11,09.11,1,28.50,28.50,28.50
QUEIJO MUCARELA PECA/PEDACO KG,CAMPINA GRANDE,10.11,16.11,1,28.50,28.50,28.50
QUEIJO MUCARELA PECA/PEDACO KG,JOÃO PESSOA,03.11,09.11,1,28.50,28.50,28.50
QUEIJO MUCARELA PECA/PEDACO KG,JOÃO PESSOA,10.11,16.11,1,28.50,28.50,28.50
QUEIJO MUCARELA PECA/PEDACO KG,JUAZEIRO DO NORTE,03.11,09.11,1,32.50,32.50,32.50
QUEIJO MUCARELA PECA/PEDACO KG,JUAZEIRO DO NORTE,10.11,16.11,1,29.50,29.50,29.50
QUEIJO MUCARELA PECA/PEDACO KG,JUAZEIRO DO NORTE,24.11,30.11,1,28.90,28.90,28.90
QUEIJO MUCARELA PECA/PEDACO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,29.90,29.90,29.90
QUEIJO MUCARELA PECA/PEDACO KG,CAMPINA GRANDE,17.11,23.11,1,28.50,28.50,28.50
QUEIJO MUCARELA PECA/PEDACO KG,CAMPINA GRANDE,24.11,30.11,1,27.80,27.80,27.80
QUEIJO MUCARELA PECA/PEDACO KG,JOÃO PESSOA,17.11,23.11,1,28.50,28.50,28.50
QUEIJO MUCARELA PECA/PEDACO KG,JOÃO PESSOA,24.11,30.11,1,27.80,27.80,27.80
QUEIJO MUCARELA PECA/PEDACO KG,JUAZEIRO DO NORTE,17.11,23.11,1,29.80,29.80,29.80
"AGUA MINERAL DIAS D'AVILA S/GAS 1,5 LITRO",BRUMADO,29.09,05.10,1,2.18,2.18,2.18
"AGUA MINERAL DIAS D'AVILA S/GAS 1,9 LITRO",VITÓRIA DA CONQUISTA,29.09,05.10,1,2.08,2.08,2.08
AGUA MINERAL S! GAS STERBOM 510ML,JUAZEIRO DO NORTE,01.12,07.12,1,0.80,0.80,0.80
AGUA MINERAL S/GAS AGUAS DO PORTO 510ML,BRUMADO,03.11,06.11,1,0.78,0.78,0.78
AGUA MINERAL S/GAS AGUAS DO PORTO 510ML,BRUMADO,13.10,19.10,1,0.95,0.95,0.95
AGUA MINERAL S/GAS AGUAS DO PORTO 510ML,VITÓRIA DA CONQUISTA,03.11,06.11,1,0.78,0.78,0.78
AGUA MINERAL S/GAS AGUAS DO PORTO 510ML,VITÓRIA DA CONQUISTA,13.10,19.10,1,0.95,0.95,0.95
AGUA MINERAL S/GAS DIAS D'AVILA 500ML,BRUMADO,06.10,12.10,1,0.95,0.95,0.95
AGUA MINERAL S/GAS STERBOM 510M!,CAMPINA GRANDE,01.12,07.12,1,0.88,0.88,0.88
AGUA MINERAL S/GAS STERBOM 510M!,CAMPINA GRANDE,10.11,16.11,1,0.78,0.78,0.78
AGUA MINERAL S/GAS STERBOM 510M!,CAMPINA GRANDE,17.11,23.11,1,0.88,0.88,0.88
AGUA MINERAL S/GAS STERBOM 510M!,JOÃO PESSOA,01.12,07.12,1,0.88,0.88,0.88
AGUA MINERAL S/GAS STERBOM 510M!,JOÃO PESSOA,10.11,16.11,1,0.80,0.80,0.80
AGUA MINERAL S/GAS STERBOM 510M!,JOÃO PESSOA,17.11,23.11,1,0.88,0.88,0.88
AGUA MINERAL S/GAS STERBOM 510ML,CAMPINA GRANDE,06.10,12.10,1,0.79,0.79,0.79
AGUA MINERAL S/GAS STERBOM 510ML,CAMPINA GRANDE,24.11,30.11,1,0.80,0.80,0.80
AGUA MINERAL S/GAS STERBOM 510ML,JOÃO PESSOA,06.10,12.10,1,0.78,0.78,0.78
AGUA MINERAL S/GAS STERBOM 510ML,JOÃO PESSOA,24.11,30.11,1,0.80,0.80,0.80
AGUA MINERAL S/GAS AGUAS DO PORTO 510ML,JUAZEIRO DO NORTE,06.10,12.10,1,0.95,0.95,0.95
AGUA MINERAL S/GAS AGUAS DO PORTO 510ML,VITÓRIA DA CONQUISTA,06.10,12.10,1,0.95,0.95,0.95
AGUA MINERAL S/GAS STERBOM 510ML,JUAZEIRO DO NORTE,10.11,16.11,1,0.75,0.75,0.75
AGUA MINERAL STERBOM 510M!,CAMPINA GRANDE,03.11,09.11,1,0.78,0.78,0.78
AGUA MINERAL STERBOM 510M!,JOÃO PESSOA,03.11,09.11,1,0.78,0.78,0.78
AGUA MINERAL STERBOM 510M!,JUAZEIRO DO NORTE,03.11,09.11,1,0.88,0.88,0.88
