product_norm,branch,period_start,period_end,num_occurrences,price_mean,price_min,price_max
ALCATRA C/MAMINHA BOVINA RESFRIADA PECA/PEDACO KG,JUAZEIRO DO NORTE,10.11,16.11,1,38.00,38.00,38.00
ALCATRA C/MAMINHA BOVINA RESFRIADA PECA/PEDACO KG,JUAZEIRO DO NORTE,24.11,30.11,1,38.99,38.99,38.99
ALCATRA C/MAMINHA BOVINA RESFRIADA PECA/PEDACO KG,JUAZEIRO DO NORTE,17.11,23.11,1,38.99,38.99,38.99
ARROZ AGULHINHA TIPO 1 POP 1KG,JUAZEIRO DO NORTE,06.10,12.10,1,4.19,4.19,4.19
ARROZ AGULHINHA TIPO 1 POP 1KG,JUAZEIRO DO NORTE,17.11,23.11,1,3.48,3.48,3.48
ARROZ AGULHINHA TIPO 1 TIO URBANO 1KG,BRUMADO,03.11,06.11,1,4.00,4.00,4.00
ARROZ AGULHINHA TIPO 1 TIO URBANO 1KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,4.00,4.00,4.00
ARROZ AGULINHA TIPO 1 TIO URBANO 1KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,3.00,3.00,3.00
ARROZ PARBOILIZADO KIKA TIPO 1 1KG,BRUMADO,13.10,19.10,1,3.00,3.00,3.00
ARROZ PARBOILIZADO MINUTINHO 1KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,3.00,3.00,3.00
ARROZ PARBOILIZADO OU BRANCO DONA ANA 1KG,BRUMADO,06.10,12.10,1,3.20,3.20,3.20
ARROZ PARBOILIZADO OU BRANCO DONA ANA 1KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,3.80,3.80,3.80
ARROZ PARBOILIZADO RAMPINELLI 1KG,CAMPINA GRANDE,01.12,07.12,1,2.58,2.58,2.58
ARROZ PARBOILIZADO RAMPINELLI 1KG,CAMPINA GRANDE,10.11,16.11,1,3.80,3.80,3.80
ARROZ PARBOILIZADO RAMPINELLI 1KG,CAMPINA GRANDE,17.11,23.11,1,3.80,3.80,3.80
ARROZ PARBOILIZADO RAMPINELLI 1KG,JOÃO PESSOA,01.12,07.12,1,2.58,2.58,2.58
ARROZ PARBOILIZADO RAMPINELLI 1KG,JOÃO PESSOA,10.11,16.11,1,3.80,3.80,3.80
ARROZ PARBOILIZADO RAMPINELLI 1KG,JOÃO PESSOA,17.11,23.11,1,3.80,3.80,3.80
ARROZ PARBOILIZADO TIPO 1 KIKA 1KG,CAMPINA GRANDE,03.11,09.11,1,3.58,3.58,3.58
ARROZ PARBOILIZADO TIPO 1 KIKA 1KG,CAMPINA GRANDE,06.10,12.10,1,3.80,3.80,3.80
ARROZ PARBOILIZADO TIPO 1 KIKA 1KG,JOÃO PESSOA,03.11,09.11,1,3.58,3.58,3.58
ARROZ PARBOILIZADO TIPO 1 KIKA 1KG,JOÃO PESSOA,06.10,12.10,1,3.20,3.20,3.20
ARROZ PARBOILIZADO TIPO 2 POP 1KG,JUAZEIRO DO NORTE,01.12,07.12,1,2.98,2.98,2.98
ARROZ PARBOILIZADO TIPO 2 POP 1KG,JUAZEIRO DO NORTE,03.11,09.11,1,3.28,3.28,3.28
ARROZ PARBOILIZADO TIPO 2 POP 1KG,JUAZEIRO DO NORTE,10.11,16.11,1,3.28,3.28,3.28
ARROZ PARBOILIZADO TIPO 2 POP 1KG,JUAZEIRO DO NORTE,24.11,30.11,1,2.78,2.78,2.78
ARROZ RAMPINELLI PARBOILIZADO/BRANCO 1KG,BRUMADO,29.09,05.10,1,3.00,3.00,3.00
ACUCAR BAIANO CRISTAL OU REFINADO 1KG,BRUMADO,13.10,19.10,1,3.39,3.39,3.39
ACUCAR BAIANO CRISTAL OU REFINADO 1KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,3.32,3.32,3.32
ACUCAR CRISTAL CAETE 1KG,JUAZEIRO DO NORTE,01.12,07.12,1,2.78,2.78,2.78
ACUCAR CRISTAL CAETE 1KG,JUAZEIRO DO NORTE,03.11,09.11,1,3.28,3.28,3.28
ACUCAR CRISTAL CAETE 1KG,JUAZEIRO DO NORTE,17.11,23.11,1,3.28,3.28,3.28
ACUCAR CRISTAL DONA MIRA 1KG,BRUMADO,03.11,06.11,1,3.80,3.80,3.80
ACUCAR CRISTAL DONA MIRA 1KG,BRUMADO,06.10,12.10,1,3.00,3.00,3.00
ACUCAR CRISTAL DONA MIRA 1KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,3.80,3.80,3.80
ACUCAR CRISTAL VALIOSO 1KG,JUAZEIRO DO NORTE,06.10,12.10,1,3.20,3.20,3.20
ACUCAR CRISTAL VALIOSO 1KG,JUAZEIRO DO NORTE,24.11,30.11,1,3.80,3.80,3.80
ACUCAR DONA MIRA CRISTAL OU MOIDO 1KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,3.00,3.00,3.00
ACUCAR PADIM CRISTAL OU REFINADO 1KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,3.59,3.59,3.59
ACUCAR TRITURADO ALEGRE 1KG,CAMPINA GRANDE,01.12,07.12,1,2.98,2.98,2.98
ACUCAR TRITURADO ALEGRE 1KG,CAMPINA GRANDE,03.11,09.11,1,3.80,3.80,3.80
ACUCAR TRITURADO ALEGRE 1KG,CAMPINA GRANDE,17.11,23.11,1,2.98,2.98,2.98
ACUCAR TRITURADO ALEGRE 1KG,CAMPINA GRANDE,24.11,30.11,1,2.98,2.98,2.98
ACUCAR TRITURADO ALEGRE 1KG,JOÃO PESSOA,01.12,07.12,1,2.98,2.98,2.98
ACUCAR TRITURADO ALEGRE 1KG,JOÃO PESSOA,03.11,09.11,1,3.80,3.80,3.80
ACUCAR TRITURADO ALEGRE 1KG,JOÃO PESSOA,17.11,23.11,1,2.98,2.98,2.98
ACUCAR TRITURADO ALEGRE 1KG,JOÃO PESSOA,24.11,30.11,1,2.98,2.98,2.98
ACUCAR VIDA CRISTAL OU REFINADO 1KG,BRUMADO,29.09,05.10,1,3.00,3.00,3.00
BATATA CONGELADA MASTERBOI 2KG,BRUMADO,13.10,19.10,1,19.30,19.30,19.30
BATATA CONGELADA MASTERBOI 2KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,19.80,19.80,19.80
BATATA CONGELADA UAI 2KG,BRUMADO,03.11,06.11,1,19.00,19.00,19.00
BATATA CONGELADA UAI 2KG,BRUMADO,06.10,12.10,1,22.80,22.80,22.80
BATATA CONGELADA UAI 2KG,CAMPINA GRANDE,01.12,07.12,1,19.00,19.00,19.00
BATATA CONGELADA UAI 2KG,CAMPINA GRANDE,03.11,09.11,1,19.00,19.00,19.00
BATATA CONGELADA UAI 2KG,CAMPINA GRANDE,06.10,12.10,1,22.80,22.80,22.80
BATATA CONGELADA UAI 2KG,CAMPINA GRANDE,24.11,30.11,1,19.00,19.00,19.00
BATATA CONGELADA UAI 2KG,JOÃO PESSOA,01.12,07.12,1,19.00,19.00,19.00
BATATA CONGELADA UAI 2KG,JOÃO PESSOA,03.11,09.11,1,19.00,19.00,19.00
BATATA CONGELADA UAI 2KG,JOÃO PESSOA,06.10,12.10,1,22.80,22.80,22.80
BATATA CONGELADA UAI 2KG,JOÃO PESSOA,24.11,30.11,1,19.00,19.00,19.00
BATATA CONGELADA UAI 2KG,JUAZEIRO DO NORTE,01.12,07.12,1,19.80,19.80,19.80
BATATA CONGELADA UAI 2KG,JUAZEIRO DO NORTE,03.11,09.11,1,19.80,19.80,19.80
BATATA CONGELADA UAI 2KG,JUAZEIRO DO NORTE,10.11,16.11,1,19.00,19.00,19.00
BATATA CONGELADA UAI 2KG,JUAZEIRO DO NORTE,17.11,23.11,1,19.80,19.80,19.80
BATATA CONGELADA UAI 2KG,JUAZEIRO DO NORTE,24.11,30.11,1,19.80,19.80,19.80
BATATA CONGELADA UAI 2KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,19.00,19.00,19.00
BATATA CONGELADA UAI 2KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,22.80,22.80,22.80
CARRE SUINO CONGELADO KG,BRUMADO,06.10,12.10,1,15.80,15.80,15.80
CARRE SUINO CONGELADO KG,CAMPINA GRANDE,01.12,07.12,1,16.80,16.80,16.80
CARRE SUINO CONGELADO KG,CAMPINA GRANDE,03.11,09.11,1,17.80,17.80,17.80
CARRE SUINO CONGELADO KG,CAMPINA GRANDE,06.10,12.10,1,16.00,16.00,16.00
CARRE SUINO CONGELADO KG,CAMPINA GRANDE,10.11,16.11,1,16.80,16.80,16.80
CARRE SUINO CONGELADO KG,CAMPINA GRANDE,17.11,23.11,1,16.90,16.90,16.90
CARRE SUINO CONGELADO KG,CAMPINA GRANDE,24.11,30.11,1,16.80,16.80,16.80
CARRE SUINO CONGELADO KG,JOÃO PESSOA,01.12,07.12,1,16.80,16.80,16.80
CARRE SUINO CONGELADO KG,JOÃO PESSOA,03.11,09.11,1,17.80,17.80,17.80
CARRE SUINO CONGELADO KG,JOÃO PESSOA,06.10,12.10,1,17.90,17.90,17.90
CARRE SUINO CONGELADO KG,JOÃO PESSOA,10.11,16.11,1,16.80,16.80,16.80
CARRE SUINO CONGELADO KG,JOÃO PESSOA,17.11,23.11,1,16.90,16.90,16.90
CARRE SUINO CONGELADO KG,JOÃO PESSOA,24.11,30.11,1,16.80,16.80,16.80
CARRE SUINO CONGELADO KG,JUAZEIRO DO NORTE,01.12,07.12,1,14.80,14.80,14.80
CARRE SUINO CONGELADO KG,JUAZEIRO DO NORTE,03.11,09.11,1,15.80,15.80,15.80
CARRE SUINO CONGELADO KG,JUAZEIRO DO NORTE,06.10,12.10,1,15.80,15.80,15.80
CARRE SUINO CONGELADO KG,JUAZEIRO DO NORTE,10.11,16.11,1,14.80,14.80,14.80
CARRE SUINO CONGELADO KG,JUAZEIRO DO NORTE,17.11,23.11,1,14.80,14.80,14.80
CARRE SUINO CONGELADO KG,JUAZEIRO DO NORTE,24.11,30.11,1,14.00,14.00,14.00
CARRE SUINO CONGELADO KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,17.90,17.90,17.90
CARRE SUINO CONGELADO KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,17.80,17.80,17.80
CHA DE DENTRO BOVINO RESFRIADO FRIBOI PECA/PEDACO KG,BRUMADO,13.10,19.10,1,34.80,34.80,34.80
CHA DE DENTRO BOVINO RESFRIADO PECA PEDACO KG,BRUMADO,03.11,06.11,1,35.00,35.00,35.00
CHA DE DENTRO BOVINO RESFRIADO PECA PEDACO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,35.00,35.00,35.00
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,CAMPINA GRANDE,01.12,07.12,1,39.50,39.50,39.50
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,CAMPINA GRANDE,03.11,09.11,1,44.50,44.80,44.80
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,CAMPINA GRANDE,17.11,23.11,1,39.50,39.50,39.50
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,CAMPINA GRANDE,24.11,30.11,1,39.00,39.00,39.00
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,JOÃO PESSOA,01.12,07.12,1,39.50,39.50,39.50
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,JOÃO PESSOA,03.11,09.11,1,44.50,44.50,44.50
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,JOÃO PESSOA,17.11,23.11,1,39.00,39.00,39.00
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,JOÃO PESSOA,24.11,30.11,1,39.00,39.00,39.00
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,JUAZEIRO DO NORTE,01.12,07.12,1,34.80,34.80,34.80
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,JUAZEIRO DO NORTE,10.11,16.11,1,34.80,34.80,34.80
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,JUAZEIRO DO NORTE,17.11,23.11,1,34.80,34.80,34.80
CHA DE DENTRO BOVINO RESFRIADO PECA/PEDACO KG,JUAZEIRO DO NORTE,24.11,30.11,1,34.00,34.00,34.00
CHA DE FORA BOVINO RESFRIADO FRIBOI PECA/PEDACO KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,31.80,31.80,31.80
CHA DE FORA BOVINO RESFRIADO FRIBOI PECA/PEDACO KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,31.89,31.89,31.89
CHA DE FORA BOVINO RESFRIADO FRIBOI PECA/PEDACO KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,31.80,31.80,31.80
CREME DE LEITE ITALAC 2009,CAMPINA GRANDE,01.12,07.12,1,2.48,2.48,2.48
CREME DE LEITE ITALAC 2009,CAMPINA GRANDE,03.11,09.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 2009,CAMPINA GRANDE,24.11,30.11,1,2.48,2.48,2.48
CREME DE LEITE ITALAC 2009,JOÃO PESSOA,01.12,07.12,1,2.48,2.48,2.48
CREME DE LEITE ITALAC 2009,JOÃO PESSOA,03.11,09.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 2009,JOÃO PESSOA,24.11,30.11,1,2.48,2.48,2.48
CREME DE LEITE ITALAC 2009,JUAZEIRO DO NORTE,01.12,07.12,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 2009,JUAZEIRO DO NORTE,03.11,09.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 2009,JUAZEIRO DO NORTE,24.11,30.11,1,2.48,2.48,2.48
CREME DE LEITE ITALAC 200G TP,BRUMADO,06.10,12.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 200G TP,BRUMADO,13.10,19.10,1,2.78,2.78,2.78
CREME DE LEITE ITALAC 200G TP,CAMPINA GRANDE,06.10,12.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 200G TP,JOÃO PESSOA,06.10,12.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 200G TP,VITÓRIA DA CONQUISTA,06.10,12.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC 200G TP,VITÓRIA DA CONQUISTA,13.10,19.10,1,2.78,2.78,2.78
CREME DE LEITE ITALAC 200G TP,VITÓRIA DA CONQUISTA,29.09,05.10,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 2009,CAMPINA GRANDE,10.11,16.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 2009,CAMPINA GRANDE,17.11,23.11,1,2.58,2.58,2.58
CREME DE LEITE ITALAC TP 2009,JOÃO PESSOA,10.11,16.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 2009,JOÃO PESSOA,17.11,23.11,1,2.58,2.58,2.58
CREME DE LEITE ITALAC TP 2009,JUAZEIRO DO NORTE,10.11,16.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 2009,JUAZEIRO DO NORTE,17.11,23.11,1,2.48,2.48,2.48
CREME DE LEITE ITALAC TP 200G,BRUMADO,03.11,06.11,1,2.80,2.80,2.80
CREME DE LEITE ITALAC TP 200G,VITÓRIA DA CONQUISTA,03.11,06.11,1,2.58,2.58,2.58
LEITE CONDENSADO ITALAC 3959,BRUMADO,03.11,06.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,BRUMADO,06.10,12.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,CAMPINA GRANDE,01.12,07.12,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC 3959,CAMPINA GRANDE,03.11,09.11,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,CAMPINA GRANDE,06.10,12.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,CAMPINA GRANDE,24.11,30.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,JOÃO PESSOA,01.12,07.12,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC 3959,JOÃO PESSOA,03.11,09.11,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,JOÃO PESSOA,06.10,12.10,1,5.08,5.08,5.08
LEITE CONDENSADO ITALAC 3959,JOÃO PESSOA,24.11,30.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,JUAZEIRO DO NORTE,01.12,07.12,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC 3959,JUAZEIRO DO NORTE,03.11,09.11,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,JUAZEIRO DO NORTE,06.10,12.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959,JUAZEIRO DO NORTE,24.11,30.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,VITÓRIA DA CONQUISTA,03.11,06.11,1,5.28,5.28,5.28
LEITE CONDENSADO ITALAC 3959,VITÓRIA DA CONQUISTA,06.10,12.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 3959 TP,BRUMADO,13.10,19.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC 395G TP,VITÓRIA DA CONQUISTA,13.10,19.10,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC TP 3959,CAMPINA GRANDE,17.11,23.11,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC TP 3959,JOÃO PESSOA,17.11,23.11,1,4.80,4.80,4.80
LEITE CONDENSADO ITALAC TP 3959,JUAZEIRO DO NORTE,10.11,16.11,1,5.80,5.80,5.80
LEITE CONDENSADO ITALAC TP 3959,JUAZEIRO DO NORTE,17.11,23.11,1,5.28,5.28,5.28
LEITE CONDENSADO MARAJOARA 3959,BRUMADO,29.09,05.10,1,5.20,5.20,5.20
LEITE EM PO BETANIA 2009,JUAZEIRO DO NORTE,03.11,09.11,1,5.28,5.28,5.28
LEITE EM PO BETANIA 2009,JUAZEIRO DO NORTE,17.11,23.11,1,5.98,5.98,5.98
LEITE EM PO BETANIA 200G,BRUMADO,13.10,19.10,1,7.20,7.20,7.20
LEITE EM PO BETANIA 200G,VITÓRIA DA CONQUISTA,13.10,19.10,1,7.80,7.80,7.80
LEITE EM PO INTEGRAL ITALAC SACHE 2009,CAMPINA GRANDE,01.12,07.12,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 2009,CAMPINA GRANDE,10.11,16.11,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 2009,JOÃO PESSOA,01.12,07.12,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 2009,JOÃO PESSOA,10.11,16.11,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 200G,BRUMADO,03.11,06.11,1,6.80,6.80,6.80
LEITE EM PO INTEGRAL ITALAC SACHE 200G,BRUMADO,06.10,12.10,1,7.48,7.48,7.48
LEITE EM PO INTEGRAL ITALAC SACHE 200G,BRUMADO,29.09,05.10,1,7.48,7.48,7.48
LEITE EM PO INTEGRAL ITALAC SACHE 200G,CAMPINA GRANDE,03.11,09.11,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 200G,CAMPINA GRANDE,17.11,23.11,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 200G,CAMPINA GRANDE,24.11,30.11,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 200G,JOÃO PESSOA,03.11,09.11,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 200G,JOÃO PESSOA,06.10,12.10,1,7.80,7.80,7.80
LEITE EM PO INTEGRAL ITALAC SACHE 200G,JOÃO PESSOA,17.11,23.11,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 200G,JOÃO PESSOA,24.11,30.11,1,6.00,6.00,6.00
LEITE EM PO INTEGRAL ITALAC SACHE 200G,JUAZEIRO DO NORTE,01.12,07.12,1,6.80,6.80,6.80
LEITE EM PO INTEGRAL ITALAC SACHE 200G,JUAZEIRO DO NORTE,24.11,30.11,1,6.80,6.80,6.80
LEITE EM PO INTEGRAL ITALAC SACHE 200G,VITÓRIA DA CONQUISTA,03.11,06.11,1,6.80,6.80,6.80
LEITE EM PO INTEGRAL ITALAC SACHE 200G,VITÓRIA DA CONQUISTA,29.09,05.10,1,7.80,7.80,7.80
LINGUICA CALABRESA DEFUMADA PERDIGAO KG,CAMPINA GRANDE,01.12,07.12,1,15.50,15.50,15.50
LINGUICA CALABRESA DEFUMADA PERDIGAO KG,JOÃO PESSOA,01.12,07.12,1,15.80,15.80,15.80
LINGUICA CALABRESA DEFUMADA SAUDALI KG,JUAZEIRO DO NORTE,24.11,30.11,1,19.89,19.89,19.89
LINGUICA DE FRANGO EM GOMOS BOM TODO KG,JUAZEIRO DO NORTE,06.10,12.10,1,14.30,14.30,14.30
LINGUICA DEFUMADA CALABRESA FINA NATURAVES KG,BRUMADO,06.10,12.10,1,16.50,16.50,16.50
LINGUICA DEFUMADA CALABRESA FINA NATURAVES KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,16.80,16.80,16.80
LINGUICA DEFUMADA CALABRESA NATURAVES KG,BRUMADO,13.10,19.10,1,16.80,16.80,16.80
LINGUICA DEFUMADA CALABRESA PERDIGAO KG,BRUMADO,03.11,06.11,1,14.89,14.89,14.89
LINGUICA DEFUMADA CALABRESA PERDIGAO KG,CAMPINA GRANDE,10.11,16.11,1,15.80,15.80,15.80
LINGUICA DEFUMADA CALABRESA PERDIGAO KG,JOÃO PESSOA,10.11,16.11,1,15.80,15.80,15.80
LINGUICA DEFUMADA CALABRESA PERDIGAO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,14.89,14.89,14.89
LINGUICA EM GOMOS P/CHURRASCO AURORA FRANGO KG,JUAZEIRO DO NORTE,01.12,07.12,1,16.80,16.80,16.80
LINGUICA EM GOMOS P/CHURRASCO AURORA KG,CAMPINA GRANDE,03.11,09.11,1,17.40,17.40,17.40
LINGUICA EM GOMOS P/CHURRASCO AURORA KG,CAMPINA GRANDE,10.11,16.11,1,16.20,16.20,16.20
LINGUICA EM GOMOS P/CHURRASCO AURORA KG,CAMPINA GRANDE,24.11,30.11,1,16.00,16.00,16.00
LINGUICA EM GOMOS P/CHURRASCO AURORA KG,JOÃO PESSOA,03.11,09.11,1,17.40,17.40,17.40
LINGUICA EM GOMOS P/CHURRASCO AURORA KG,JOÃO PESSOA,10.11,16.11,1,16.20,16.20,16.20
LINGUICA EM GOMOS P/CHURRASCO AURORA KG,JOÃO PESSOA,24.11,30.11,1,16.00,16.00,16.00
LINGUICA EM GOMOS P/CHURRASCO AURORA KG,JUAZEIRO DO NORTE,03.11,09.11,1,17.80,17.80,17.80
LINGUICA EM GOMOS P/CHURRASCO AURORA KG,JUAZEIRO DO NORTE,10.11,16.11,1,16.50,16.50,16.50
LINGUICA EM GOMOS P/CHURRASCO AURORA KG,JUAZEIRO DO NORTE,17.11,23.11,1,16.00,16.00,16.00
LINGUICA GOMOS CHURRASCO AURORA KG,JUAZEIRO DO NORTE,24.11,30.11,1,16.00,16.00,16.00
LINGUICA MISTA EM GOMOS P/CHURRASCO FRIATO KG,CAMPINA GRANDE,01.12,07.12,1,15.80,15.80,15.80
LINGUICA MISTA EM GOMOS P/CHURRASCO FRIATO KG,CAMPINA GRANDE,17.11,23.11,1,15.00,15.00,15.00
LINGUICA MISTA EM GOMOS P/CHURRASCO FRIATO KG,JOÃO PESSOA,01.12,07.12,1,15.80,15.80,15.80
LINGUICA MISTA EM GOMOS P/CHURRASCO FRIATO KG,JOÃO PESSOA,17.11,23.11,1,15.00,15.00,15.00
LINGUICA P/CHURRASCO EM GOMOS NATURAVES KG,BRUMADO,06.10,12.10,1,14.80,14.80,14.80
